Farm.Name,Altitude,Region,altitude_low_meters,altitude_high_meters,altitude_mean_meters,FarmID
la igualdad,3500-5200 feet,"chuva, san marcos",1066.8,1584.96,1325.88,86
Unknown,de 1600 a 1950 msnm,huila,1600.0,1950.0,1775.0,87
baishengcun coffee 百勝村咖啡莊園,800 m,natou county,800.0,800.0,800.0,88
hasambo amcos,1620m,mbeya,1620.0,1620.0,1620.0,89
el suspiro,1200,coatepec,1200.0,1200.0,1200.0,90
fazenda grota funda,1200m,south of minas,1200.0,1200.0,1200.0,91
sitio claro,1000 m,south of minas,1000.0,1000.0,1000.0,92
shi fang yuan 十方源,350,"dongshan dist., tainan city 臺南市東山區",350.0,350.0,350.0,93
mt.elgon bugisu shamba 2,1400-1900,eastern,1400.0,1900.0,1650.0,94
matsuzawa coffee,Unknown,thailand,Unknown,Unknown,Unknown,95
karatina,1800,nyeri,1800.0,1800.0,1800.0,96
cerro bueno,1450 msnm,marcala,1450.0,1450.0,1450.0,97
several,1200 mts,santa ana,1200.0,1200.0,1200.0,98
santa martha,800-1050m,jinotega,800.0,1050.0,925.0,99
monterrey,1350,apaneca,1350.0,1350.0,1350.0,100
sran temanggung plantation,1200,"temanggung, indonesia",1200.0,1200.0,1200.0,101
ada farm,170,ada okinawa japan,170.0,170.0,170.0,102
rio jorco,1150,tarrazu,1150.0,1150.0,1150.0,103
san diego buena vista,1600,acatenango,1600.0,1600.0,1600.0,104
coopetarrazú,1750,tarrazu,1750.0,1750.0,1750.0,105
moplaco,1900m,yirgacheffe,1900.0,1900.0,1900.0,106
finca salaca las brisas,1750m,costa rica,1750.0,1750.0,1750.0,107
various,1200,west valley,1200.0,1200.0,1200.0,108
dragon 龍咖啡,1000 m,taichung xinshe 台中市新社區,1000.0,1000.0,1000.0,109
Unknown,2000,nyeri,2000.0,2000.0,2000.0,110
agropecuaria quiagral,4300,oriente,1310.64,1310.64,1310.64,111
"el nogal, la higuera, los laureles",1200,el remudadero,1200.0,1200.0,1200.0,112
Unknown,1700-1850m,mbale,1700.0,1850.0,1775.0,113
Unknown,Unknown,"penachi, cecanor",Unknown,Unknown,Unknown,114
Unknown,1500,santander,1500.0,1500.0,1500.0,115
blend,1800,nyeri,1800.0,1800.0,1800.0,116
el morito,5000 ft.,jalapa,1524.0,1524.0,1524.0,117
el papaturro,4000 psn,oriente,1219.2,1219.2,1219.2,118
Unknown,1600 a 1900 msnm,huila,1600.0,1900.0,1750.0,119
Unknown,1750 msnm,huila,1750.0,1750.0,1750.0,120
la chaparral,1450 ~ 1700 m,tres rios,1450.0,1700.0,1575.0,121
various,1800 msnm,huila,1800.0,1800.0,1800.0,122
fazenda recreio,1300m,vale da grama,1300.0,1300.0,1300.0,123
fazenda vista alegre,1100m,mountains of minas gerais,1100.0,1100.0,1100.0,124
Unknown,1200,valle central,1200.0,1200.0,1200.0,125
kawacom sipi project,1750,eastern uganda,1750.0,1750.0,1750.0,126
menglian ban’an coffee processing factory,1680,yunnan,1680.0,1680.0,1680.0,127
coopetarrazú,1700,tarrazu,1700.0,1700.0,1700.0,128
Unknown,1800,cauca,1800.0,1800.0,1800.0,129
"puer jiangcheng fuwang coffee biotechnology co., ltd",above 1100m,yunnan,1100.0,1100.0,1100.0,130
el sacramento,4300,oriente,1310.64,1310.64,1310.64,131
rumukia farmers,2000 m,nyeri,2000.0,2000.0,2000.0,132
la barranca,1350,hustusco,1350.0,1350.0,1350.0,133
finca el retiro,1500,jaltenango,1500.0,1500.0,1500.0,134
nueva granada,Unknown,"el tumbador, san marcos",Unknown,Unknown,Unknown,135
Unknown,mmm,mmm,Unknown,Unknown,Unknown,136
Unknown,test,test,Unknown,Unknown,Unknown,137
several farmers,1300,tarrazu,1300.0,1300.0,1300.0,138
darmawi,1400,sumatra brastagi,1400.0,1400.0,1400.0,139
Unknown,Unknown,pitalito,Unknown,Unknown,Unknown,140
tropica galliard,1200m,"mountain ali, taiwan",1200.0,1200.0,1200.0,141
finca la chiripa,900,tapachula,900.0,900.0,900.0,142
phone number | 0911-513824 email: gmt.ft,Unknown,limu,Unknown,Unknown,Unknown,143
kigwandi,1800,nyeri,1800.0,1800.0,1800.0,144
las cuchillas,1500,comayagua,1500.0,1500.0,1500.0,145
los hicaques,1500,central region,1500.0,1500.0,1500.0,146
Unknown,Unknown,la plata,Unknown,Unknown,Unknown,147
Unknown,442 msnm,huila,442.0,442.0,442.0,148
Unknown,1800,huila,1800.0,1800.0,1800.0,149
la distancia,1700,tuxtla gutierrez,1700.0,1700.0,1700.0,150
santa alina,1200m to 1350m,vale da grama,1200.0,1350.0,1275.0,151
fazenda baipendi,900-1200m,south of minas,900.0,1200.0,1050.0,152
Unknown,3600-6200 ft,limu,1097.28,1889.76,1493.52,153
las minas,4400-4700 ft,nuevo oriente,1341.12,1432.56,1386.84,154
馨晴咖啡 good mood coffee,1000,國姓鄉 guoshing township,1000.0,1000.0,1000.0,155
matsuzawa coffee,1200,chiang rai thailand,1200.0,1200.0,1200.0,156
Unknown,2560,nariño,2560.0,2560.0,2560.0,157
finca medina,1500,antigua,1500.0,1500.0,1500.0,158
finca san vicente,3607,huehuetenango,1099.4136,1099.4136,1099.4136,159
menglian county nayun town mangzhang coffee farm,1400,yunnan,1400.0,1400.0,1400.0,160
jacksom mwasenga,1620m,shizingo village,1620.0,1620.0,1620.0,161
suma jkt itende,1600,mbeya,1600.0,1600.0,1600.0,162
el papaturro,4000 psnm,oriente,1219.2,1219.2,1219.2,163
Unknown,1700,cauca,1700.0,1700.0,1700.0,164
pante carajillo,1450,san pedro cotzilnam,1450.0,1450.0,1450.0,165
finca los barreales,1170,veracruz,1170.0,1170.0,1170.0,166
finca santa teresa,1400,"la concordia, chiapas",1400.0,1400.0,1400.0,167
Unknown,1700m,kasese,1700.0,1700.0,1700.0,168
piamonte,1700,san marcos,1700.0,1700.0,1700.0,169
los girasoles,1700,tarrazu,1700.0,1700.0,1700.0,170
finca la joya,3664,huehuetenango,1116.7872,1116.7872,1116.7872,171
santo tomas pachuj,1565,solola,1565.0,1565.0,1565.0,172
chapultepec,3280,norte,3280.0,3280.0,3280.0,173
las nubes,de 900 a 1100 msnm,jinotega,900.0,1100.0,1000.0,174
pantano,1150,cerrado,1150.0,1150.0,1150.0,175
gamboa,1850,tarrazu,1850.0,1850.0,1850.0,176
asefa dukamo coffee plantation,1545-1668 masl,snnprg; kafa; telo woreda; shada kebele,1545.0,1668.0,1606.5,177
selian coffee estate,1400,arusha,1400.0,1400.0,1400.0,178
Unknown,1530,huila,1530.0,1530.0,1530.0,179
Unknown,approx. 1'500 metres a.s.l.,kenya,1.0,500.0,250.5,180
café do paraíso,894m - 1183m,"minas gerais, br",894.0,1183.0,1038.5,181
la union monte verde,4300,oriente,1310.64,1310.64,1310.64,182
el limon,Unknown,guatemala,Unknown,Unknown,Unknown,183
Unknown,1500-1700m,mt. rwenzori,1500.0,1700.0,1600.0,184
"mus, eman",Unknown,aceh tengah,Unknown,Unknown,Unknown,185
Unknown,442,huila,442.0,442.0,442.0,186
chang yu liang 張玉良,968,"nanxi dist., tainan city 臺南市楠西區",968.0,968.0,968.0,187
aprocafi,1550,"aldea xeucalvitz, ixil region, quiche department",1550.0,1550.0,1550.0,188
la lagunilla,1480,santo domingo cacalotepec,1480.0,1480.0,1480.0,189
Unknown,1800m,"ethiopia, sidamo",1800.0,1800.0,1800.0,190
kerchanshe,1800,sidamo,1800.0,1800.0,1800.0,191
finca los cerros y anexos,5440 - 5760 metros,huehuetenango,1658.112,1755.648,1706.88,192
Unknown,1600,huila,1600.0,1600.0,1600.0,193
Unknown,1480,huila,1480.0,1480.0,1480.0,194
Unknown,1450,santander,1450.0,1450.0,1450.0,195
Unknown,1550 m,sidamo,1550.0,1550.0,1550.0,196
fazenda rio verde,1260,south of minas,1260.0,1260.0,1260.0,197
Unknown,1700 msnm,cauca,1700.0,1700.0,1700.0,198
Unknown,above 1200 m,blend,1200.0,1200.0,1200.0,199
doi tung development project,Unknown,thailand,Unknown,Unknown,Unknown,200
-,1650,central kenya,1650.0,1650.0,1650.0,201
doi tung development project,Unknown,Unknown,Unknown,Unknown,Unknown,202
fazenda capoeirnha,890,south of minas,890.0,890.0,890.0,203
cafetal,1300,veracruz,1300.0,1300.0,1300.0,204
saveg coffee farm,1350,chiangrai,1350.0,1350.0,1350.0,205
capoeirinha,934,south of minas,934.0,934.0,934.0,206
tsoustructive garden 鄒築園,1200,"leye, alishan township, chiayi county 嘉義阿里山樂野村",1200.0,1200.0,1200.0,207
very famous intl.名門義理國際股份有限公司,Unknown,台灣,Unknown,Unknown,Unknown,208
神谷山莊園,950公尺,台中和平區,950.0,950.0,950.0,209
finca cuetzalingo,900,xicotepec de juarez,900.0,900.0,900.0,210
finca sant rosa,1500,la concordia,1500.0,1500.0,1500.0,211
comunidad la yerbabuena,1400,la yerbabuena,1400.0,1400.0,1400.0,212
Unknown,2527,nariño,2527.0,2527.0,2527.0,213
優遊吧斯股份有限公司yuyupas international corp.,1200,台灣,1200.0,1200.0,1200.0,214
rio verde,1,south of minas,1.0,1.0,1.0,215
鄉舍咖啡 hometown coffee,480-570m,"dongshan dist., tainan city 臺南市東山區",480.0,570.0,525.0,216
Unknown,1650-1703,oromia,1650.0,1703.0,1676.5,217
rio verde,1200,south of minas,1200.0,1200.0,1200.0,218
various,1200-1400,central valley,1200.0,1400.0,1300.0,219
finca el trueno,800 meters above sea level,"province of manabi, ecuador",800.0,800.0,800.0,220
finca el morito,4300,oriente,1310.64,1310.64,1310.64,221
predio cañada del encino,1218,petatlan,1218.0,1218.0,1218.0,222
finca santa teresa,1300,"la concordia, chiapas",1300.0,1300.0,1300.0,223
fazenda do sertao,1.250 m,carmo de minas,1250.0,1250.0,1250.0,224
"doi chaang coffee original co.,ltd",4921ft,"doi chaang village, chiang rai, thialand",1499.9208,1499.9208,1499.9208,225
"phone number | 0911-51-08-01, email | at",Unknown,sidamo,Unknown,Unknown,Unknown,226
Unknown,1800,nyeri,1800.0,1800.0,1800.0,227
崁頭山咖啡館 (kan tou mountain coffee),750,"台南市東山區 (dongshan dist., tainan city)",750.0,750.0,750.0,228
pu’er specialty coffee cupping center,1650,yunnan,1650.0,1650.0,1650.0,229
erussi farmers group,1400,west nile,1400.0,1400.0,1400.0,230
hacienda caracolillo,2800 ft,yauco region,853.44,853.44,853.44,231
Unknown,1500-1600,huila,1500.0,1600.0,1550.0,232
Unknown,1750,huila,1750.0,1750.0,1750.0,233
naranjal,700,"huazalingo, hidalgo",700.0,700.0,700.0,234
several farms,1300 mts,quetzaltenango,1300.0,1300.0,1300.0,235
Unknown,1600 m.s.n.m,cauca,1600.0,1600.0,1600.0,236
Unknown,1600 msnm,cundinamarca,1600.0,1600.0,1600.0,237
Unknown,1700,meru county,1700.0,1700.0,1700.0,238
santa matilde,1250,jinotega,1250.0,1250.0,1250.0,239
Unknown,1350,west valley,1350.0,1350.0,1350.0,240
Unknown,800++,thailand,800.0,800.0,800.0,241
Unknown,1550-1700m,huila,1550.0,1700.0,1625.0,242
finca las cuevitas,4451 metros,huehuetenango,1356.6648,1356.6648,1356.6648,243
various,1750 msnm,huila supremo,1750.0,1750.0,1750.0,244
Unknown,1800 - 2000,huila,1800.0,2000.0,1900.0,245
finca quequesquez,1450,oriente,1450.0,1450.0,1450.0,246
finca apoxtla,1100,xicotepec de juarez,1100.0,1100.0,1100.0,247
"ijen highland, east java",1200-1600masl,east java,1200.0,1600.0,1400.0,248
finca medina,5000,"sacatepequez, guatemala",1524.0,1524.0,1524.0,249
finca santa clara,3702,huehuetenango,1128.3696,1128.3696,1128.3696,250
menglian mang pan professional cooperative,1100,yunnan,1100.0,1100.0,1100.0,251
exportadora café california,1200,"chiapas, jaltenango",1200.0,1200.0,1200.0,252
lomi tasha,1700-2000m,yirgacheffe,1700.0,2000.0,1850.0,253
bulamburi coffee farmers,1800,eastern,1800.0,1800.0,1800.0,254
Unknown,1600,cundinamarca,1600.0,1600.0,1600.0,255
dragon coffee 龍咖啡,1000 m,taichung xinshe 台中市新社區,1000.0,1000.0,1000.0,256
Unknown,de 1.600 a 1.950 msnm,huila,1600.0,1950.0,1775.0,257
ojo de agua,1000,xalapa,1000.0,1000.0,1000.0,258
fazenda jericó,1100m,south of minas,1100.0,1100.0,1100.0,259
Unknown,1799,cundinamarca,1799.0,1799.0,1799.0,260
南投縣魚池鄉水社村中正路63-1號,Unknown,Unknown,Unknown,Unknown,Unknown,261
Unknown,1850,tarrazu,1850.0,1850.0,1850.0,262
Unknown,1000,pitalito,1000.0,1000.0,1000.0,263
la esperanza,4000,oriente,1219.2,1219.2,1219.2,264
ano family,1400m,nkure- meru,1400.0,1400.0,1400.0,265
yusrin,1500,bener meriah,1500.0,1500.0,1500.0,266
Unknown,1600 on average,oromia,1600.0,1600.0,1600.0,267
Unknown,1850 msnm,huila,1850.0,1850.0,1850.0,268
several,1400 mts,atitlan,1400.0,1400.0,1400.0,269
Unknown,1650,cundinamarca,1650.0,1650.0,1650.0,270
los hicaques,1350,comayagua,1350.0,1350.0,1350.0,271
finca los barreales 1112lban,1170,xalapa,1170.0,1170.0,1170.0,272
Unknown,940,chilón,940.0,940.0,940.0,273
la corralera,1400,totutla,1400.0,1400.0,1400.0,274
santo tomas pachuj,5000,atitlan,1524.0,1524.0,1524.0,275
conquista / morito,4600 ft.,oriente,1402.08,1402.08,1402.08,276
pancoer angkrek,1600,bondowoso,1600.0,1600.0,1600.0,277
Unknown,439,huila,439.0,439.0,439.0,278
日月潭文武莊園,Unknown,Unknown,Unknown,Unknown,Unknown,279
bulago & buginyanya,1800,eastern,1800.0,1800.0,1800.0,280
matsuzawa coffee,1200,thailand,1200.0,1200.0,1200.0,281
la joya,1330,apaneca,1330.0,1330.0,1330.0,282
cachoeira da grama farm,Unknown,vale da grama,Unknown,Unknown,Unknown,283
ngila estate,1600,karatu northern,1600.0,1600.0,1600.0,284
Unknown,1813,huila,1813.0,1813.0,1813.0,285
finca medina,1500 msnm,antigua,1500.0,1500.0,1500.0,286
el morito,4300,oriente,1310.64,1310.64,1310.64,287
various,1450 msnm,cundinamarca,1450.0,1450.0,1450.0,288
Unknown,900-1200mtr,nayarit,900.0,1200.0,1050.0,289
various,1650,huila,1650.0,1650.0,1650.0,290
Unknown,Unknown,guayata,Unknown,Unknown,Unknown,291
rio verde,1227,south of minas,1227.0,1227.0,1227.0,292
ecc,1200,chiapas,1200.0,1200.0,1200.0,293
various,1650 msnm,santander,1650.0,1650.0,1650.0,294
mondul coffee estate,1700,arusha,1700.0,1700.0,1700.0,295
el pino,1100,veracruz,1100.0,1100.0,1100.0,296
several,1100-1300,central valley,1100.0,1300.0,1200.0,297
marre blanche,4200 feet,"thiotte, haiti",1280.16,1280.16,1280.16,298
Unknown,1000 msnm,pitalito,1000.0,1000.0,1000.0,299
sogestal kayanza,1880,kayanza,1880.0,1880.0,1880.0,300
corta pico,1600,sierra madre occidental,1600.0,1600.0,1600.0,301
coopellanobonito,Unknown,tarrazu,Unknown,Unknown,Unknown,302
linda vista,2100,nuevo oriente,2100.0,2100.0,2100.0,303
kawacom uganda ltd sipi farmers group,Unknown,"sipi, mt elgon",Unknown,Unknown,Unknown,304
Unknown,Unknown,campos altos - cerrado,Unknown,Unknown,Unknown,305
los charcos,1261,cuarenteño,1261.0,1261.0,1261.0,306
以勒咖啡,800公尺,南投國姓,800.0,800.0,800.0,307
Unknown,1483,eje cafetero,1483.0,1483.0,1483.0,308
various,1300,chiapas,1300.0,1300.0,1300.0,309
finca teocelo,Unknown,veracruz,Unknown,Unknown,Unknown,310
mata larga,1000,fortín de las flores,1000.0,1000.0,1000.0,311
água limpa,1200m,grama valley,1200.0,1200.0,1200.0,312
Unknown,175,huila,175.0,175.0,175.0,313
Unknown,de 1600 a 1950 msnm,la plata,1600.0,1950.0,1775.0,314
Unknown,1600-1800msnm,huila,1600.0,1800.0,1700.0,315
Unknown,1880 msnm,cauca,1880.0,1880.0,1880.0,316
Unknown,1800 m.s.n.m,cundinamarca,1800.0,1800.0,1800.0,317
beneficio el torreon,1901,oriente,1901.0,1901.0,1901.0,318
mamsera,16.8,moshi,168.0,168.0,168.0,319
apollo estate,1550,dala,1550.0,1550.0,1550.0,320
bethel,1450,marcala,1450.0,1450.0,1450.0,321
chen lin,1200,yunnan,1200.0,1200.0,1200.0,322
yunnan success trade co.ltd,1600,dehong prefecture,1600.0,1600.0,1600.0,323
agua caliente,1350,apaneca,1350.0,1350.0,1350.0,324
finca medina,1500msnm,antigua,1500.0,1500.0,1500.0,325
"la esperanza, margarita nuyes",1400-1900 psn,oriente,1400.0,1900.0,1650.0,326
Unknown,approx.1'500 metres a.s.l.,kenya,1.0,500.0,250.5,327
myanganyanga,1653,mbinga,1653.0,1653.0,1653.0,328
kaptanya,1800,eastern,1800.0,1800.0,1800.0,329
unkown,Unknown,Unknown,Unknown,Unknown,Unknown,330
el cerron,1450 msnn,san marcos,1450.0,1450.0,1450.0,331
nueva granada,5000 pies,san marcos,1524.0,1524.0,1524.0,332
Unknown,1800,kilimanjaro,1800.0,1800.0,1800.0,333
santa cecilia,1500,chiapas,1500.0,1500.0,1500.0,334
tlapacoya,532,"tlanchinol, hidalgo",532.0,532.0,532.0,335
la loma,1089,san bartolo tutotepec,1089.0,1089.0,1089.0,336
el mirador,700,san isidro,700.0,700.0,700.0,337
finca nueva linda,1380,la concordia,1380.0,1380.0,1380.0,338
campo das flores,1000m,south of minas,1000.0,1000.0,1000.0,339
são francisco da serra,950m,mogiana,950.0,950.0,950.0,340
fazenda do lobo,1000m,south of minas,1000.0,1000.0,1000.0,341
olhos d'agua,900m,south of minas,900.0,900.0,900.0,342
tega and tula special coffee farm,1850 m,limu,1850.0,1850.0,1850.0,343
capoeirinha,905,south of minas,905.0,905.0,905.0,344
kan tou mountain coffee 崁頭山咖啡館,700-800m,"dongshan dist., tainan city 臺南市東山區",700.0,800.0,750.0,345
Unknown,Unknown,chapadão de ferro (cerrado mineiro),Unknown,Unknown,Unknown,346
alishan zou zhu yuan 阿里山鄒築園,1300 m,chiayi alishan 嘉義縣阿里山鄉,1300.0,1300.0,1300.0,347
santa maria,1400,santa catarina juquila,1400.0,1400.0,1400.0,348
Unknown,de 1.600 a 1.950 msn,huila,1600.0,1950.0,1775.0,349
lintong nihuta,1300-1400m,dolok sanggul,1300.0,1400.0,1350.0,350
fazenda capoeirnha,894,south of minas,894.0,894.0,894.0,351
capoeirinha,872,south of minas,872.0,872.0,872.0,352
isule farmers group,1473,"kasese, mt. rwenzori",1473.0,1473.0,1473.0,353
ibanda farmers group,1645,"kasese, mt. rwenzori",1645.0,1645.0,1645.0,354
apollo estate,1550,vietnam cau dat,1550.0,1550.0,1550.0,355
el chile,1300 a 1800 metros sobre el nivel del mar,nuevo oriente,1300.0,1800.0,1550.0,356
nueva granada,4500 pies,"el tumbador, san marcos",1371.6,1371.6,1371.6,357
fazenda santo antonio,900-1100,high mogiana,900.0,1100.0,1000.0,358
雅慕伊,1200,嘉義阿里山,1200.0,1200.0,1200.0,359
kabeywa county,1800,kapchorwa,1800.0,1800.0,1800.0,360
grupo medina (pequeños productores),1500 msnm,antigua,1500.0,1500.0,1500.0,361
sertao farm,1250,sul de minas,1250.0,1250.0,1250.0,362
Unknown,1600 - 1950 msnm,huila,1600.0,1950.0,1775.0,363
vegas,750,coatepec,750.0,750.0,750.0,364
finca la estancia,1200,atoyac de alvarez,1200.0,1200.0,1200.0,365
las lomas,1200,coatepec,1200.0,1200.0,1200.0,366
various,1500-1750 msnm,huila,1500.0,1750.0,1625.0,367
la igualdad,4500,"la reforma, san marcos",1371.6,1371.6,1371.6,368
Unknown,1600 - 1950 msnm,la plata,1600.0,1950.0,1775.0,369
Unknown,1050 - 1850 msnm,cauca,1050.0,1850.0,1450.0,370
santa rosa,Unknown,matagalpa,Unknown,Unknown,Unknown,371
santa josefita,1350,apaneca,1350.0,1350.0,1350.0,372
Unknown,1500,guayata,1500.0,1500.0,1500.0,373
-,2000,"blida,kercha,guji,oromia",2000.0,2000.0,2000.0,374
佐佑品咖啡莊園,775,台東太麻里,775.0,775.0,775.0,375
kalugmanan agri development corp.,1200 masl,"bukidnon, mindanao, philppines",1200.0,1200.0,1200.0,376
"several, bukidnon, mindanao, philippines",1600 + meters above sea level,asia pacific,1600.0,1600.0,1600.0,377
pinzoneno,1059,cuarenteño,1059.0,1059.0,1059.0,378
fiech (mixed producers),1300 meters,chiapas,1300.0,1300.0,1300.0,379
fazenda pantano,11000 metros,cerrado,11000.0,11000.0,11000.0,380
nyapea coffee farmers,1400,west nile,1400.0,1400.0,1400.0,381
finca los cerros y anexos,5440-5760 metros,huehuetenango,1658.112,1755.648,1706.88,382
Unknown,1450,antioquia,1450.0,1450.0,1450.0,383
el regalito,1248,petatlan,1248.0,1248.0,1248.0,384
"apollo co., ltd.",1040m,don duong,1040.0,1040.0,1040.0,385
el jabali,1400 m,la cumbre,1400.0,1400.0,1400.0,386
el barbaro,1250,"el balsamo, quezaltepec",1250.0,1250.0,1250.0,387
gicumbi,1900,gicumbi,1900.0,1900.0,1900.0,388
apollo estate,1040,vietnam tutra,1040.0,1040.0,1040.0,389
el papaturro,4000psn,oriente,1219.2,1219.2,1219.2,390
santa fé 2,900,cerrado,900.0,900.0,900.0,391
Unknown,1200-2000m,huila,1200.0,2000.0,1600.0,392
"kampung keling, jumaraj, gurusinga, gongsol",1200 m,berastagi,1200.0,1200.0,1200.0,393
