SpeciesID,OwnerID,CountryID,FarmID,CompanyID,ProcessingID,CertificationID,ColorID,Harvest.Year,Grading.Date,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,Category.One.Defects,Quakers,Category.Two.Defects,Expiration,CoffeeID
1,10.0,8.0,15.0,,1.0,6,1.0,2015,"April 7th, 2016",8.42,8.25,8.08,8.17,7.92,8.0,10.0,10.0,10.0,8.42,87.25,0.1,0,0.0,0,"April 7th, 2017",19
1,11.0,1.0,16.0,11.0,3.0,7,,2014,"March 25th, 2015",8.17,8.17,8.0,8.17,8.08,8.33,10.0,10.0,10.0,8.33,87.25,0.0,0,0.0,8,"March 24th, 2016",20
1,9.0,5.0,17.0,8.0,1.0,5,4.0,2014,"March 13th, 2015",8.0,8.25,8.08,8.5,8.25,8.0,10.0,10.0,10.0,8.17,87.25,0.0,0,0.0,0,"March 12th, 2016",21
1,12.0,9.0,18.0,12.0,1.0,2,1.0,2014,"April 2nd, 2014",8.08,8.25,8.0,8.17,8.0,8.33,10.0,10.0,10.0,8.33,87.17,0.11,0,0.0,2,"April 2nd, 2015",22
1,13.0,10.0,19.0,,1.0,8,1.0,2012,"July 26th, 2012",8.17,8.25,8.17,8.0,7.83,8.17,10.0,10.0,10.0,8.58,87.17,0.13,0,0.0,0,"July 26th, 2013",23
1,9.0,5.0,20.0,8.0,1.0,5,,2014,"March 13th, 2015",8.25,8.33,8.17,8.17,7.83,8.17,10.0,10.0,10.0,8.17,87.08,0.0,0,0.0,0,"March 12th, 2016",24
1,4.0,1.0,,,3.0,3,3.0,2013,"September 3rd, 2013",8.42,8.17,7.92,8.17,8.33,8.0,10.0,10.0,10.0,8.08,87.08,0.11,0,0.0,1,"September 3rd, 2014",25
1,14.0,3.0,22.0,14.0,3.0,9,1.0,2011,"December 3rd, 2011",8.5,8.5,8.0,8.0,8.0,8.0,10.0,10.0,10.0,7.92,86.92,0.12,0,0.0,2,"December 2nd, 2012",26
1,6.0,1.0,,,,4,,2009/2010,"June 16th, 2010",7.83,8.25,8.08,8.17,8.17,8.17,10.0,10.0,10.0,8.25,86.92,0.05,0,0.0,2,"June 16th, 2011",27
1,15.0,11.0,23.0,16.0,1.0,10,1.0,2013,"June 26th, 2014",8.42,8.17,8.17,8.17,7.83,7.92,10.0,10.0,10.0,8.17,86.83,0.12,0,0.0,1,"June 26th, 2015",28
1,16.0,12.0,24.0,17.0,,11,1.0,2016,"May 18th, 2017",8.17,8.08,8.08,8.0,8.08,8.0,10.0,10.0,10.0,8.25,86.67,0.1,0,0.0,3,"May 18th, 2018",29
1,17.0,13.0,25.0,18.0,4.0,2,1.0,2015,"May 18th, 2016",8.0,8.0,8.0,8.25,8.0,8.17,10.0,10.0,10.0,8.17,86.58,0.0,0,0.0,0,"May 18th, 2017",30
1,18.0,14.0,,,,2,,,"May 18th, 2010",7.92,8.25,8.0,8.33,8.0,8.08,10.0,10.0,10.0,8.0,86.58,0.08,0,0.0,2,"May 18th, 2011",31
1,19.0,15.0,,,3.0,3,3.0,2012,"September 3rd, 2013",8.42,8.17,8.17,8.0,7.58,8.0,10.0,10.0,10.0,8.17,86.5,0.11,0,0.0,1,"September 3rd, 2014",32
1,14.0,3.0,26.0,21.0,3.0,9,1.0,2011,"December 3rd, 2011",8.5,8.17,8.0,7.75,8.0,8.0,10.0,10.0,10.0,8.0,86.42,0.12,0,0.0,2,"December 2nd, 2012",33
1,20.0,9.0,27.0,22.0,1.0,12,5.0,2015/2016,"December 3rd, 2015",8.17,7.83,8.0,8.08,7.83,8.0,10.0,10.0,10.0,8.42,86.33,0.0,0,0.0,0,"December 2nd, 2016",34
1,21.0,1.0,28.0,23.0,3.0,1,1.0,2014,"March 27th, 2015",8.0,8.08,7.92,8.0,8.08,8.08,10.0,10.0,10.0,8.08,86.25,0.1,0,0.0,3,"March 26th, 2016",35
1,22.0,16.0,29.0,24.0,1.0,13,5.0,2013,"May 30th, 2014",8.08,8.0,8.0,8.25,7.92,7.92,10.0,10.0,10.0,8.08,86.25,0.12,0,0.0,1,"May 30th, 2015",36
1,23.0,6.0,,25.0,3.0,2,,2012,"April 6th, 2012",8.08,8.17,8.0,7.92,7.92,7.83,10.0,10.0,10.0,8.33,86.25,0.0,1,0.0,4,"April 6th, 2013",37
1,23.0,6.0,,,,2,,2010,"January 28th, 2011",8.25,8.42,8.08,7.75,7.67,7.83,10.0,10.0,10.0,8.25,86.25,0.0,2,0.0,1,"January 28th, 2012",38
1,6.0,1.0,,,,4,,2009/2010,"June 17th, 2010",7.92,7.75,8.08,8.08,8.08,8.17,10.0,10.0,10.0,8.17,86.25,0.1,0,0.0,2,"June 17th, 2011",39
1,9.0,5.0,33.0,8.0,1.0,5,,2014,"March 13th, 2015",7.67,8.17,8.0,8.0,8.17,8.08,10.0,10.0,10.0,8.08,86.17,0.0,0,0.0,0,"March 12th, 2016",40
1,24.0,17.0,34.0,28.0,1.0,2,1.0,2012,"April 12th, 2012",7.83,8.33,7.83,8.25,7.58,7.92,10.0,10.0,10.0,8.42,86.17,0.1,1,0.0,9,"April 12th, 2013",41
1,25.0,3.0,35.0,,,2,,2010,"January 4th, 2011",8.17,7.92,7.92,7.75,8.33,8.0,10.0,10.0,10.0,8.08,86.17,0.08,0,0.0,2,"January 4th, 2012",42
1,25.0,3.0,35.0,,,2,,2010,"January 4th, 2011",8.42,7.92,8.0,7.75,7.92,8.0,10.0,10.0,10.0,8.17,86.17,0.01,0,0.0,3,"January 4th, 2012",43
1,17.0,13.0,36.0,18.0,5.0,2,1.0,2015,"June 10th, 2015",8.08,8.17,7.75,8.08,7.75,7.83,10.0,10.0,10.0,8.42,86.08,0.12,0,0.0,0,"June 9th, 2016",44
1,26.0,16.0,37.0,30.0,3.0,13,3.0,2014,"January 29th, 2015",8.08,8.08,8.0,8.0,7.83,8.08,10.0,10.0,10.0,8.0,86.08,0.11,0,0.0,2,"January 29th, 2016",45
1,14.0,3.0,22.0,31.0,5.0,9,5.0,2011,"December 3rd, 2011",8.33,8.0,8.0,8.0,7.75,8.0,10.0,10.0,10.0,8.0,86.08,0.11,0,0.0,2,"December 2nd, 2012",46
1,27.0,11.0,,32.0,5.0,10,,2014,"October 1st, 2014",8.08,8.08,7.83,7.92,8.08,7.92,10.0,10.0,10.0,8.08,86.0,0.0,0,0.0,0,"October 1st, 2015",47
1,28.0,18.0,39.0,33.0,1.0,2,1.0,2013,"March 20th, 2014",7.75,7.92,7.83,8.08,8.08,8.17,10.0,10.0,10.0,8.17,86.0,0.12,1,0.0,1,"March 20th, 2015",48
1,28.0,16.0,40.0,33.0,1.0,2,1.0,2013,"February 6th, 2014",7.92,8.17,7.83,8.5,7.5,7.92,10.0,10.0,10.0,8.17,86.0,0.11,0,0.0,1,"February 6th, 2015",49
1,29.0,11.0,,34.0,1.0,14,5.0,2012,"February 13th, 2012",8.25,8.0,7.83,8.08,8.0,7.92,10.0,10.0,10.0,7.92,86.0,0.1,0,0.0,0,"February 12th, 2013",50
1,6.0,1.0,42.0,,,4,,2009/2010,"June 17th, 2010",7.75,8.08,8.0,8.25,8.0,8.0,10.0,10.0,10.0,7.92,86.0,0.01,0,0.0,4,"June 17th, 2011",51
1,2.0,6.0,43.0,,,2,,Fall 2009,"May 31st, 2010",8.33,8.17,7.75,8.0,7.75,7.83,10.0,10.0,10.0,8.17,86.0,0.0,0,0.0,0,"May 31st, 2011",52
1,30.0,2.0,,36.0,1.0,15,1.0,2016,"May 16th, 2016",7.92,8.08,7.92,8.08,8.08,7.83,10.0,10.0,10.0,8.0,85.92,0.1,0,1.0,3,"May 16th, 2017",53
1,31.0,11.0,45.0,37.0,3.0,10,1.0,2013,"June 30th, 2014",8.17,8.17,7.92,8.08,7.83,7.75,10.0,10.0,10.0,8.0,85.92,0.12,0,0.0,0,"June 30th, 2015",54
1,32.0,18.0,,38.0,1.0,5,5.0,2013,"July 26th, 2013",8.0,8.0,8.0,8.17,7.83,8.0,10.0,10.0,10.0,7.92,85.92,0.0,1,0.0,0,"July 26th, 2014",55
1,33.0,19.0,47.0,,1.0,12,3.0,2017,"October 9th, 2017",8.0,8.0,7.92,8.08,7.83,8.0,10.0,10.0,10.0,8.0,85.83,0.08,0,1.0,0,"October 9th, 2018",56
1,34.0,1.0,,40.0,1.0,1,1.0,2014,"April 4th, 2015",7.83,8.08,7.92,8.08,8.0,7.92,10.0,10.0,10.0,8.0,85.83,0.1,0,0.0,4,"April 3rd, 2016",57
1,30.0,2.0,49.0,41.0,1.0,15,1.0,2012,"July 3rd, 2012",7.83,8.0,8.0,8.17,7.83,8.0,10.0,10.0,10.0,8.0,85.83,0.12,0,0.0,3,"July 3rd, 2013",58
1,30.0,2.0,50.0,42.0,1.0,15,3.0,2012,"June 5th, 2012",8.0,8.0,7.83,8.33,7.83,7.83,10.0,10.0,10.0,8.0,85.83,0.1,0,0.0,1,"June 5th, 2013",59
1,35.0,1.0,,43.0,3.0,1,4.0,2017,"June 23rd, 2017",7.83,8.0,7.83,8.17,7.92,8.0,10.0,10.0,10.0,8.0,85.75,0.09,0,4.0,7,"June 23rd, 2018",60
1,36.0,4.0,,44.0,1.0,2,1.0,2013,"January 22nd, 2014",8.0,8.0,8.0,8.08,7.92,7.75,10.0,10.0,10.0,8.0,85.75,0.1,4,0.0,6,"January 22nd, 2015",61
1,37.0,20.0,53.0,45.0,1.0,2,3.0,2012,"October 25th, 2012",8.33,8.42,7.83,8.33,8.0,8.25,9.33,9.33,10.0,7.92,85.75,0.12,0,0.0,1,"October 25th, 2013",62
1,38.0,21.0,54.0,46.0,1.0,2,5.0,2013,"March 18th, 2013",7.92,8.17,8.0,7.92,7.75,7.83,10.0,10.0,10.0,8.0,85.58,0.1,0,0.0,3,"March 18th, 2014",63
1,28.0,21.0,55.0,,5.0,2,4.0,2012,"January 12th, 2013",7.83,8.0,8.0,7.75,7.92,8.17,10.0,10.0,10.0,7.92,85.58,0.11,0,0.0,0,"January 12th, 2014",64
1,23.0,6.0,,48.0,3.0,2,,2012,"April 6th, 2012",7.83,8.0,7.92,7.75,8.08,8.0,10.0,10.0,10.0,8.0,85.58,0.0,0,0.0,1,"April 6th, 2013",65
1,11.0,19.0,56.0,49.0,3.0,7,,2014,"May 23rd, 2015",8.0,7.75,7.83,7.83,7.67,8.58,10.0,10.0,10.0,7.83,85.5,0.09,2,0.0,2,"May 22nd, 2016",66
1,11.0,16.0,57.0,50.0,3.0,7,1.0,2014,"May 23rd, 2015",7.92,7.92,7.83,8.08,7.83,7.92,10.0,10.0,10.0,8.0,85.5,0.1,0,0.0,3,"May 22nd, 2016",67
1,39.0,1.0,,51.0,3.0,1,1.0,2015,"March 31st, 2015",7.83,8.0,7.83,7.92,7.83,8.08,10.0,10.0,10.0,8.0,85.5,0.12,0,0.0,7,"March 30th, 2016",68
1,40.0,11.0,58.0,52.0,1.0,10,1.0,2013,"June 26th, 2014",8.33,7.92,7.67,7.92,7.67,7.92,10.0,10.0,10.0,8.08,85.5,0.12,0,0.0,1,"June 26th, 2015",69
1,30.0,2.0,59.0,53.0,1.0,15,1.0,2013,"February 26th, 2013",8.0,7.83,7.67,8.33,7.83,8.0,10.0,10.0,10.0,7.83,85.5,0.11,0,0.0,1,"February 26th, 2014",70
1,39.0,1.0,,51.0,1.0,1,1.0,2015,"March 31st, 2015",7.75,7.83,7.83,8.17,7.92,7.83,10.0,10.0,10.0,8.08,85.42,0.1,0,0.0,18,"March 30th, 2016",71
1,27.0,11.0,60.0,54.0,1.0,10,1.0,2013,"June 26th, 2014",8.08,8.0,7.83,7.67,8.0,7.83,10.0,10.0,10.0,8.0,85.42,0.12,0,0.0,5,"June 26th, 2015",72
1,23.0,6.0,,55.0,3.0,2,,2012,"April 6th, 2012",7.92,7.92,7.75,7.92,7.75,7.92,10.0,10.0,10.0,8.25,85.42,0.0,4,0.0,6,"April 6th, 2013",73
1,14.0,3.0,61.0,56.0,5.0,9,5.0,2011,"December 3rd, 2011",8.0,8.0,8.0,7.67,7.75,8.0,10.0,10.0,10.0,8.0,85.42,0.11,0,0.0,1,"December 2nd, 2012",74
1,2.0,21.0,62.0,,,2,,2009 / 2010,"May 31st, 2010",8.08,7.83,7.83,8.08,7.83,7.83,10.0,10.0,10.0,7.92,85.42,0.01,0,0.0,0,"May 31st, 2011",75
1,10.0,8.0,63.0,,3.0,6,1.0,2015,"April 6th, 2016",8.0,8.0,8.0,7.83,7.83,7.75,10.0,10.0,10.0,7.92,85.33,0.1,0,0.0,0,"April 6th, 2017",76
1,11.0,2.0,64.0,58.0,3.0,7,1.0,2014,"May 23rd, 2015",7.83,7.75,7.83,7.67,7.83,8.58,10.0,10.0,10.0,7.83,85.33,0.11,0,0.0,1,"May 22nd, 2016",77
1,12.0,9.0,65.0,59.0,1.0,2,3.0,2014,"May 1st, 2014",7.92,8.08,8.0,7.92,8.0,8.08,10.0,10.0,9.33,8.0,85.33,0.0,0,0.0,0,"May 1st, 2015",78
1,12.0,9.0,18.0,60.0,1.0,2,3.0,2014,"May 1st, 2014",8.0,7.58,7.58,7.67,8.08,8.5,10.0,10.0,10.0,7.92,85.33,0.1,0,0.0,2,"May 1st, 2015",79
1,41.0,16.0,,61.0,1.0,13,1.0,2012,"April 19th, 2013",7.83,8.08,7.75,8.08,7.92,7.75,10.0,10.0,10.0,7.92,85.33,0.0,0,0.0,2,"April 19th, 2014",80
1,42.0,16.0,,62.0,1.0,13,1.0,2012,"March 12th, 2013",8.0,7.92,7.92,8.08,7.83,7.75,10.0,10.0,10.0,7.83,85.33,0.0,0,0.0,6,"March 12th, 2014",81
1,6.0,1.0,,,,4,,2009/2010,"June 17th, 2010",7.83,7.83,7.92,8.08,7.75,7.83,10.0,10.0,10.0,8.08,85.33,0.05,0,0.0,2,"June 17th, 2011",82
1,6.0,1.0,,,,4,,2009/2010,"June 17th, 2010",7.92,7.83,7.75,8.33,7.75,7.75,10.0,10.0,10.0,8.0,85.33,0.1,0,0.0,3,"June 17th, 2011",83
1,30.0,2.0,,65.0,,15,1.0,2016,"April 27th, 2016",8.0,7.92,7.75,8.0,7.92,7.83,10.0,10.0,10.0,7.83,85.25,0.1,0,2.0,2,"April 27th, 2017",84
1,32.0,18.0,70.0,66.0,1.0,5,1.0,2015,"April 8th, 2015",8.17,7.92,7.83,8.0,7.58,7.83,10.0,10.0,10.0,7.92,85.25,0.11,0,0.0,0,"April 7th, 2016",85
1,43.0,18.0,,67.0,3.0,5,1.0,2014,"January 17th, 2014",7.58,8.08,7.92,7.83,8.0,7.92,10.0,10.0,10.0,7.92,85.25,0.12,0,0.0,2,"January 17th, 2015",86
1,44.0,7.0,,,5.0,2,1.0,2012,"November 26th, 2012",7.75,7.83,7.67,8.0,8.08,7.83,10.0,10.0,10.0,8.0,85.17,0.11,0,0.0,3,"November 26th, 2013",87
1,12.0,2.0,73.0,69.0,1.0,2,,2012,"January 18th, 2012",8.25,8.0,7.67,7.92,7.75,7.67,10.0,10.0,10.0,7.92,85.17,0.0,0,0.0,7,"January 17th, 2013",88
1,35.0,1.0,,70.0,3.0,1,1.0,2016,"August 9th, 2016",7.75,8.0,7.58,8.0,8.0,7.92,10.0,10.0,10.0,7.83,85.08,0.11,0,1.0,8,"August 9th, 2017",89
1,45.0,18.0,,71.0,3.0,5,,2015,"August 18th, 2015",8.17,7.83,7.58,8.08,8.0,7.75,10.0,10.0,10.0,7.67,85.08,0.0,0,0.0,0,"August 17th, 2016",90
1,46.0,1.0,76.0,,3.0,2,1.0,2014,"October 7th, 2014",8.42,8.0,7.42,8.0,7.92,7.92,9.33,10.0,10.0,8.08,85.08,0.1,2,0.0,7,"October 7th, 2015",91
1,47.0,6.0,,73.0,3.0,2,3.0,2014,"March 10th, 2014",7.58,7.83,7.83,7.92,7.83,8.17,10.0,10.0,10.0,7.92,85.08,0.11,2,0.0,2,"March 10th, 2015",92
1,45.0,18.0,,74.0,3.0,5,1.0,2012,"March 16th, 2012",7.83,8.0,7.75,7.75,7.83,7.83,10.0,10.0,10.0,8.08,85.08,0.11,0,0.0,8,"March 16th, 2013",93
1,23.0,6.0,,,,2,,2010-2011,"December 27th, 2010",8.08,8.17,7.92,8.0,8.08,8.0,9.33,9.33,10.0,8.17,85.08,0.01,1,0.0,7,"December 27th, 2011",94
1,6.0,1.0,,,,4,,2010,"June 17th, 2010",7.67,8.0,7.83,8.0,7.92,7.83,10.0,10.0,10.0,7.83,85.08,0.0,0,0.0,5,"June 17th, 2011",95
1,23.0,6.0,,,,2,,,"May 17th, 2010",7.5,7.92,8.25,7.83,7.92,7.75,10.0,10.0,10.0,7.92,85.08,0.0,0,0.0,0,"May 17th, 2011",96
1,48.0,11.0,78.0,,1.0,10,1.0,2016,"July 24th, 2017",8.17,7.92,7.75,7.75,7.67,7.75,10.0,10.0,10.0,8.0,85.0,0.11,0,0.0,1,"July 24th, 2018",97
1,49.0,18.0,,78.0,1.0,5,1.0,2016,"February 15th, 2017",8.0,7.92,7.75,7.92,7.75,7.83,10.0,10.0,10.0,7.83,85.0,0.0,0,0.0,3,"February 15th, 2018",98
1,50.0,9.0,80.0,,1.0,2,1.0,2016,"January 30th, 2017",7.83,8.0,7.58,7.92,7.92,7.83,10.0,10.0,10.0,7.92,85.0,0.12,1,1.0,1,"January 30th, 2018",99
1,51.0,10.0,81.0,,1.0,16,1.0,2015,"September 21st, 2016",7.83,8.0,7.83,7.75,7.67,7.83,10.0,10.0,10.0,8.08,85.0,0.09,0,0.0,3,"September 21st, 2017",100
1,52.0,16.0,,,1.0,13,1.0,2015,"May 7th, 2016",8.17,7.83,7.92,7.75,7.67,7.83,10.0,10.0,10.0,7.83,85.0,0.11,0,5.0,7,"May 7th, 2017",101
1,41.0,16.0,83.0,82.0,1.0,13,1.0,2012,"April 19th, 2013",7.75,7.83,7.75,8.08,8.0,7.75,10.0,10.0,10.0,7.83,85.0,0.0,0,0.0,5,"April 19th, 2014",102
1,14.0,3.0,84.0,83.0,3.0,9,1.0,2012,"February 29th, 2012",8.0,8.0,7.83,7.83,7.67,7.67,10.0,10.0,10.0,8.0,85.0,0.12,0,0.0,3,"February 28th, 2013",103
1,53.0,10.0,85.0,,,2,,2010-2011,"April 6th, 2011",7.92,8.17,7.75,8.08,7.42,7.83,10.0,10.0,10.0,7.83,85.0,0.0,0,0.0,0,"April 5th, 2012",104
1,23.0,6.0,,,,2,,,"February 24th, 2011",7.75,7.92,7.75,7.75,8.0,8.0,10.0,10.0,10.0,7.83,85.0,0.0,0,0.0,1,"February 24th, 2012",105
1,54.0,2.0,86.0,,,2,,2009/2010,"September 7th, 2010",7.83,8.08,7.67,8.0,7.75,7.67,10.0,10.0,10.0,8.0,85.0,0.04,0,0.0,1,"September 7th, 2011",106
1,49.0,18.0,,87.0,1.0,5,,2016,"November 25th, 2016",7.92,7.92,7.67,7.83,7.92,7.83,10.0,10.0,10.0,7.83,84.92,0.0,1,6.0,2,"November 25th, 2017",107
1,49.0,18.0,,88.0,1.0,5,1.0,2015,"October 26th, 2015",7.92,7.83,7.75,7.83,7.75,8.0,10.0,10.0,10.0,7.83,84.92,0.12,0,0.0,1,"October 25th, 2016",108
1,17.0,13.0,88.0,18.0,5.0,2,1.0,2015,"June 9th, 2015",7.67,7.83,8.0,7.58,8.0,7.92,10.0,10.0,10.0,7.92,84.92,0.11,0,0.0,0,"June 8th, 2016",109
1,55.0,15.0,89.0,89.0,1.0,14,1.0,2014,"December 12th, 2014",8.0,7.83,7.83,7.92,7.75,7.75,10.0,10.0,10.0,7.83,84.92,0.12,0,0.0,2,"December 12th, 2015",110
1,49.0,18.0,,90.0,1.0,5,1.0,2012,"December 11th, 2012",7.75,7.92,7.83,7.75,7.75,8.0,10.0,10.0,10.0,7.92,84.92,0.11,0,0.0,3,"December 11th, 2013",111
1,56.0,10.0,90.0,,5.0,8,,2012,"July 11th, 2012",7.75,8.0,7.75,7.83,7.5,7.92,10.0,10.0,10.0,8.17,84.92,0.11,0,0.0,0,"July 11th, 2013",112
1,14.0,3.0,91.0,92.0,3.0,9,1.0,2011,"December 23rd, 2011",8.0,7.92,7.75,7.75,8.0,7.75,10.0,10.0,10.0,7.75,84.92,0.11,0,0.0,2,"December 22nd, 2012",113
1,14.0,3.0,92.0,93.0,3.0,9,1.0,2011,"December 3rd, 2011",8.0,8.0,7.75,8.0,7.5,7.75,10.0,10.0,10.0,7.92,84.92,0.12,0,0.0,2,"December 2nd, 2012",114
1,57.0,16.0,,,,2,,2009-2010,"August 26th, 2010",8.0,7.67,7.83,8.17,7.92,7.75,10.0,10.0,10.0,7.58,84.92,0.06,1,0.0,9,"August 26th, 2011",115
1,17.0,13.0,93.0,18.0,3.0,2,1.0,2016,"May 18th, 2016",7.92,7.58,7.83,7.83,7.83,7.83,10.0,10.0,10.0,8.0,84.83,0.0,0,0.0,0,"May 18th, 2017",116
1,31.0,11.0,94.0,37.0,3.0,10,1.0,2013,"June 30th, 2014",7.75,7.92,7.67,7.67,8.25,7.75,10.0,10.0,10.0,7.83,84.83,0.12,0,0.0,1,"June 30th, 2015",117
1,23.0,6.0,,95.0,3.0,2,,2012,"April 6th, 2012",7.67,7.75,7.75,7.75,7.83,8.0,10.0,10.0,10.0,8.08,84.83,0.0,3,0.0,15,"April 6th, 2013",118
1,6.0,1.0,42.0,,,4,,2009/2010,"June 17th, 2010",7.75,7.92,7.83,7.92,7.75,7.67,10.0,10.0,10.0,8.0,84.83,0.1,0,0.0,2,"June 17th, 2011",119
1,58.0,1.0,42.0,,,4,,2009/2010,"June 17th, 2010",7.42,7.92,7.92,8.0,7.83,7.83,10.0,10.0,10.0,7.92,84.83,0.1,0,0.0,4,"June 17th, 2011",120
1,59.0,17.0,,,4.0,3,1.0,2015,"June 27th, 2016",7.75,7.75,7.75,7.75,8.0,7.75,10.0,10.0,10.0,8.0,84.75,0.12,0,0.0,0,"June 27th, 2017",121
1,60.0,16.0,96.0,97.0,1.0,13,1.0,2014,"June 2nd, 2015",7.92,7.83,7.58,7.92,7.75,7.83,10.0,10.0,10.0,7.92,84.75,0.13,0,0.0,0,"June 1st, 2016",122
1,61.0,12.0,97.0,98.0,1.0,11,1.0,2014,"April 25th, 2014",7.83,7.75,8.0,7.67,7.67,7.67,10.0,10.0,10.0,8.17,84.75,0.11,0,0.0,4,"April 25th, 2015",123
1,12.0,21.0,98.0,,,2,,2010-2011,"August 23rd, 2011",7.75,8.0,8.0,8.33,7.67,7.92,10.0,10.0,9.33,7.75,84.75,0.15,0,0.0,3,"August 22nd, 2012",124
1,2.0,14.0,99.0,,,2,,2009 - 2010,"May 31st, 2010",7.83,7.58,7.58,7.83,7.75,7.67,10.0,10.0,10.0,8.5,84.75,0.18,0,0.0,2,"May 31st, 2011",125
1,62.0,21.0,100.0,101.0,1.0,17,5.0,2016,"June 26th, 2017",7.83,7.83,7.5,8.0,7.83,7.67,10.0,10.0,10.0,8.0,84.67,0.0,0,0.0,2,"June 26th, 2018",126
1,63.0,7.0,101.0,,1.0,18,1.0,2016,"November 24th, 2016",7.92,7.83,7.75,7.75,7.75,7.75,10.0,10.0,10.0,7.92,84.67,0.12,0,0.0,7,"November 24th, 2017",127
1,59.0,22.0,102.0,,4.0,3,1.0,,"November 2nd, 2016",7.75,7.75,7.75,7.42,8.08,7.83,10.0,10.0,10.0,8.08,84.67,0.12,0,0.0,0,"November 2nd, 2017",128
1,64.0,9.0,103.0,103.0,1.0,12,5.0,2015,"October 4th, 2016",8.08,7.75,7.67,7.83,7.5,7.92,10.0,10.0,10.0,7.92,84.67,0.1,0,0.0,2,"October 4th, 2017",129
