SpeciesID,VarietyID,OwnerID,CountryID,FarmID,CompanyID,ProcessingID,CertificationID,ColorID,Harvest.Year,Grading.Date,Number.of.Bags,Bag.Weight,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,Category.One.Defects,Quakers,Category.Two.Defects,Expiration,CoffeeID
1,6,45,18,77,74,3,5,1,2012,2012-03-16,250,70.0,7.83,8.0,7.75,7.75,7.83,7.83,10.0,10.0,10.0,8.08,85.08,0.11,0,0.0,8,2013-03-16,93
1,1,23,6,30,2,2,2,2,2010,2010-12-27,13,45.3592,8.08,8.17,7.92,8.0,8.08,8.0,9.33,9.33,10.0,8.17,85.08,0.01,1,0.0,7,2011-12-27,94
1,1,6,1,21,75,2,4,2,2010,2010-06-17,360,6.0,7.67,8.0,7.83,8.0,7.92,7.83,10.0,10.0,10.0,7.83,85.08,0.0,0,0.0,5,2011-06-17,95
1,1,23,6,31,76,2,2,2,2010,2010-05-17,27,0.0,7.5,7.92,8.25,7.83,7.92,7.75,10.0,10.0,10.0,7.92,85.08,0.0,0,0.0,0,2011-05-17,96
1,7,48,11,78,77,1,10,1,2016,2017-07-24,200,60.0,8.17,7.92,7.75,7.75,7.67,7.75,10.0,10.0,10.0,8.0,85.0,0.11,0,0.0,1,2018-07-24,97
1,6,49,18,79,78,1,5,1,2016,2017-02-15,135,70.0,8.0,7.92,7.75,7.92,7.75,7.83,10.0,10.0,10.0,7.83,85.0,0.0,0,0.0,3,2018-02-15,98
1,14,50,9,80,79,1,2,1,2016,2017-01-30,36,46.0,7.83,8.0,7.58,7.92,7.92,7.83,10.0,10.0,10.0,7.92,85.0,0.12,1,1.0,1,2018-01-30,99
1,16,51,10,81,80,1,16,1,2015,2016-09-21,1,30.0,7.83,8.0,7.83,7.75,7.67,7.83,10.0,10.0,10.0,8.08,85.0,0.09,0,0.0,3,2017-09-21,100
1,1,52,16,82,81,1,13,1,2015,2016-05-07,170,60.0,8.17,7.83,7.92,7.75,7.67,7.83,10.0,10.0,10.0,7.83,85.0,0.11,0,5.0,7,2017-05-07,101
1,9,41,16,83,82,1,13,1,2012,2013-04-19,38,60.0,7.75,7.83,7.75,8.08,8.0,7.75,10.0,10.0,10.0,7.83,85.0,0.0,0,0.0,5,2014-04-19,102
1,18,14,3,84,83,3,9,1,2012,2012-02-29,31,60.0,8.0,8.0,7.83,7.83,7.67,7.67,10.0,10.0,10.0,8.0,85.0,0.12,0,0.0,3,2013-02-28,103
1,15,53,10,85,84,2,2,2,2011,2011-04-06,1,1.0,7.92,8.17,7.75,8.08,7.42,7.83,10.0,10.0,10.0,7.83,85.0,0.0,0,0.0,0,2012-04-05,104
1,1,23,6,31,85,2,2,2,2011,2011-02-24,15,45.3592,7.75,7.92,7.75,7.75,8.0,8.0,10.0,10.0,10.0,7.83,85.0,0.0,0,0.0,1,2012-02-24,105
1,1,54,2,86,86,2,2,2,2010,2010-09-07,275,69.0,7.83,8.08,7.67,8.0,7.75,7.67,10.0,10.0,10.0,8.0,85.0,0.04,0,0.0,1,2011-09-07,106
1,6,49,18,79,87,1,5,2,2016,2016-11-25,243,70.0,7.92,7.92,7.67,7.83,7.92,7.83,10.0,10.0,10.0,7.83,84.92,0.0,1,6.0,2,2017-11-25,107
1,6,49,18,87,88,1,5,1,2015,2015-10-26,252,70.0,7.92,7.83,7.75,7.83,7.75,8.0,10.0,10.0,10.0,7.83,84.92,0.12,0,0.0,1,2016-10-25,108
1,16,17,13,88,18,5,2,1,2015,2015-06-09,20,40.0,7.67,7.83,8.0,7.58,8.0,7.92,10.0,10.0,10.0,7.92,84.92,0.11,0,0.0,0,2016-06-08,109
1,2,55,15,89,89,1,14,1,2014,2014-12-12,134,60.0,8.0,7.83,7.83,7.92,7.75,7.75,10.0,10.0,10.0,7.83,84.92,0.12,0,0.0,2,2015-12-12,110
1,6,49,18,87,90,1,5,1,2012,2012-12-11,50,70.0,7.75,7.92,7.83,7.75,7.75,8.0,10.0,10.0,10.0,7.92,84.92,0.11,0,0.0,3,2013-12-11,111
1,16,56,10,90,91,5,8,2,2012,2012-07-11,25,1.0,7.75,8.0,7.75,7.83,7.5,7.92,10.0,10.0,10.0,8.17,84.92,0.11,0,0.0,0,2013-07-11,112
1,3,14,3,91,92,3,9,1,2011,2011-12-23,4,60.0,8.0,7.92,7.75,7.75,8.0,7.75,10.0,10.0,10.0,7.75,84.92,0.11,0,0.0,2,2012-12-22,113
1,14,14,3,92,93,3,9,1,2011,2011-12-03,10,60.0,8.0,8.0,7.75,8.0,7.5,7.75,10.0,10.0,10.0,7.92,84.92,0.12,0,0.0,2,2012-12-02,114
1,1,57,16,4,94,2,2,2,2010,2010-08-26,320,60.0,8.0,7.67,7.83,8.17,7.92,7.75,10.0,10.0,10.0,7.58,84.92,0.06,1,0.0,9,2011-08-26,115
1,16,17,13,93,18,3,2,1,2016,2016-05-18,10,20.0,7.92,7.58,7.83,7.83,7.83,7.83,10.0,10.0,10.0,8.0,84.83,0.0,0,0.0,0,2017-05-18,116
1,7,31,11,94,37,3,10,1,2013,2014-06-30,1,60.0,7.75,7.92,7.67,7.67,8.25,7.75,10.0,10.0,10.0,7.83,84.83,0.12,0,0.0,1,2015-06-30,117
1,10,23,6,30,95,3,2,2,2012,2012-04-06,14,45.3592,7.67,7.75,7.75,7.75,7.83,8.0,10.0,10.0,10.0,8.08,84.83,0.0,3,0.0,15,2013-04-06,118
1,1,6,1,42,35,2,4,2,2010,2010-06-17,300,6.0,7.75,7.92,7.83,7.92,7.75,7.67,10.0,10.0,10.0,8.0,84.83,0.1,0,0.0,2,2011-06-17,119
1,1,58,1,42,35,2,4,2,2010,2010-06-17,300,6.0,7.42,7.92,7.92,8.0,7.83,7.83,10.0,10.0,10.0,7.92,84.83,0.1,0,0.0,4,2011-06-17,120
1,6,59,17,95,96,4,3,1,2015,2016-06-27,50,50.0,7.75,7.75,7.75,7.75,8.0,7.75,10.0,10.0,10.0,8.0,84.75,0.12,0,0.0,0,2017-06-27,121
1,9,60,16,96,97,1,13,1,2014,2015-06-02,150,60.0,7.92,7.83,7.58,7.92,7.75,7.83,10.0,10.0,10.0,7.92,84.75,0.13,0,0.0,0,2016-06-01,122
1,14,61,12,97,98,1,11,1,2014,2014-04-25,275,1.0,7.83,7.75,8.0,7.67,7.67,7.67,10.0,10.0,10.0,8.17,84.75,0.11,0,0.0,4,2015-04-25,123
1,1,12,21,98,99,2,2,2,2011,2011-08-23,250,69.0,7.75,8.0,8.0,8.33,7.67,7.92,10.0,10.0,9.33,7.75,84.75,0.15,0,0.0,3,2012-08-22,124
1,1,2,14,99,100,2,2,2,2010,2010-05-31,2,6.0,7.83,7.58,7.58,7.83,7.75,7.67,10.0,10.0,10.0,8.5,84.75,0.18,0,0.0,2,2011-05-31,125
1,3,62,21,100,101,1,17,5,2016,2017-06-26,150,69.0,7.83,7.83,7.5,8.0,7.83,7.67,10.0,10.0,10.0,8.0,84.67,0.0,0,0.0,2,2018-06-26,126
1,19,63,7,101,102,1,18,1,2016,2016-11-24,2,1.0,7.92,7.83,7.75,7.75,7.75,7.75,10.0,10.0,10.0,7.92,84.67,0.12,0,0.0,7,2017-11-24,127
1,18,59,22,102,96,4,3,1,2016,2016-11-02,20,1.0,7.75,7.75,7.75,7.42,8.08,7.83,10.0,10.0,10.0,8.08,84.67,0.12,0,0.0,0,2017-11-02,128
1,14,64,9,103,103,1,12,5,2015,2016-10-04,15,69.0,8.08,7.75,7.67,7.83,7.5,7.92,10.0,10.0,10.0,7.92,84.67,0.1,0,0.0,2,2017-10-04,129
1,3,30,2,104,104,1,15,1,2015,2016-06-01,120,34.0,7.75,7.83,7.58,8.0,7.92,7.75,10.0,10.0,10.0,7.83,84.67,0.1,0,0.0,1,2017-06-01,130
1,6,65,9,105,105,1,12,1,2014,2015-07-06,50,0.453592,8.17,8.0,7.83,7.17,7.83,7.75,10.0,10.0,10.0,7.92,84.67,0.12,0,0.0,0,2016-07-05,131
1,5,11,1,106,106,1,7,2,2014,2015-05-23,250,30.0,8.08,7.83,7.75,7.83,7.58,7.67,10.0,10.0,10.0,7.92,84.67,0.1,0,0.0,3,2016-05-22,132
1,2,11,9,107,107,6,7,1,2014,2015-05-23,20,69.0,7.67,7.58,7.75,7.75,7.67,8.58,10.0,10.0,10.0,7.67,84.67,0.08,0,0.0,1,2016-05-22,133
1,14,66,9,108,108,1,12,1,2014,2014-03-05,275,1.0,8.0,7.58,7.83,7.75,7.75,7.75,10.0,10.0,10.0,8.0,84.67,0.11,0,0.0,4,2015-03-05,134
1,1,67,9,4,109,1,2,1,2012,2014-01-03,1,2.0,8.08,7.83,7.75,7.83,7.92,8.0,10.0,10.0,9.33,7.92,84.67,0.0,1,0.0,10,2015-01-03,135
1,16,68,13,109,110,1,7,1,2013,2013-12-26,10,30.0,8.0,7.92,7.75,7.75,7.75,7.75,10.0,10.0,10.0,7.75,84.67,0.11,0,0.0,0,2014-12-26,136
1,6,43,18,71,111,1,5,1,2013,2013-12-20,250,70.0,7.75,7.83,7.75,7.83,7.75,7.83,10.0,10.0,10.0,7.92,84.67,0.0,0,0.0,0,2014-12-20,137
